Scope,Class
 VIE described as Antifoam piping group located at CLV/FPSOT/COF/CHEM /IPN-_AF-TO75-01-_50,Piping
 VIE described as Antifoam piping group located at CLV/FPSOT/COF/CHEM /IPN-_AF-TO75-02-_50,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/OIL/LOAD /IPN-_HG-TO25-38-B03,Piping
 VIE+NDT described as Lube oil piping group located at CLV/FPSOH/COF/HTOIL/IPN-_LO-HU73-02-_03,Piping
 VIE+NDT described as High pressure flare piping group located at CLV/FPSOT/GAS/FLARE/IPC-_FH-TO36-04-B49,Piping
 VIE+NDT described as Closed drain piping group located at CLV/FPSOT/OIL/DRAIN/IPN-_CD-TO28-13-G49,Piping
 VIE+NDT described as Closed drain piping group located at CLV/FPSOT/OIL/DRAIN/IPN-_CD-TO28-17-G49,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/COMP /IPN-_HG-TO31-41-B01,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/COMP /IPN-_HG-TO31-45-B49,Piping
 VIE+NDT described as Closed drain piping group located at CLV/FPSOT/OIL/DRAIN/IPN-_CD-TO28-05-J03,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/COMP /IPN-_HG-TO31-40-B49,Piping
 VIE described as Fuel gas piping group located at CLV/FPSOT/COF/FG   /IPN-_FG-TO70-01-D49,Piping
 VIE described as Fuel gas piping group located at CLV/FPSOT/COF/FG   /IPN-_FG-TO70-02-D01,Piping
 VIE described as Fuel gas piping group located at CLV/FPSOT/COF/FG   /IPN-_FG-TO70-08-F01,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/DEHYD/IPN-_HG-TO30-17-F03N,Piping
 VIE described as Corrosion inhibitor piping group located at CLV/FPSOT/COF/CHEM /IPN-_CI-TO75-02-_50,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/COMP /IPN-_HG-TO31-20-H21N,Piping
 VIE described as High pressure flare piping group located at CLV/FPSOT/GAS/FLARE/IPC-_FH-TO36-01-B03,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/COMP /IPN-_HG-TO31-07-F49,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/COMP /IPN-_HG-TO31-30-H23N,Piping
 VIE+NDT described as Closed drain piping group located at CLV/FPSOT/OIL/DRAIN/IPN-_CD-TO28-03-D03,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/COMP /IPN-_HG-TO31-25-J21S,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOH/COF/INERT/IPN-_HG-HU74-04-B03,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOH/COF/INERT/IPN-_HG-HU74-26-B03,Piping
 VIE+NDT described as Nitrogen piping group located at CLV/FPSOH/COF/INERT/IPN-_NG-HU74-02-_06,Piping
 VIE+NDT described as Closed drain piping group located at CLV/FPSOT/OIL/DRAIN/IPN-_CD-TO28-21-H21N,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/COMP /IPN-_HG-TO31-21-H21N,Piping
 VIE+NDT described as Hydrocarbon Gas/Liquid piping group located at CLV/FPSOT/EXT/EWELL/IPN-_HC-TO10-21-J49,Piping
 VIE+NDT described as Hydrocarbon Gas/Liquid piping group located at CLV/FPSOT/EXT/EWELL/IPN-_HC-TO10-50-D50,Piping
 VIE+NDT described as Cooling water piping group located at CLV/FPSOT/COF/COOLW/IPC-_CW-TO76-24-D01,Piping
 VIE described as Fuel gas piping group located at CLV/FPSOT/COF/FG   /IPC-_FG-TO70-09-F49,Piping
 VIE+NDT described as Hot water piping group located at CLV/FPSOT/COF/HEATL/IPC-_HW-TO54-05-D01,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/COMP /IPN-_HG-TO31-19-H21N,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/COMP /IPN-_HG-TO31-34-B49,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/COMP /IPN-_HG-TO31-42-B03,Piping
 VIE+NDT described as Hydrocarbon liquid piping group located at CLV/FPSOT/OIL/TRANS/IPN-_HL-TO23-11-H03,Piping
 VIE+NDT described as Biocide piping group located at CLV/FPSOH/COF/CHEM /IPN-_BI-HU75-01-_50,Piping
 VIE+NDT described as Hydrocarbon Gas/Liquid piping group located at CLV/FPSOT/EXT/EWELL/IPN-_HC-TO10-22-J49,Piping
 VIE+NDT described as Hydrocarbon Gas/Liquid piping group located at CLV/FPSOT/EXT/EWELL/IPN-_HC-TO10-23-J49,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/COMP /IPN-_HG-TO31-04-F49,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/FLARE/IPN-_HG-TO36-60-B03,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/DEHYD/IPN-_HG-TO30-16-F01N,Piping
 VIE described as Demulsifier piping group located at CLV/FPSOH/COF/CHEM /IPN-_DE-HU75-01-_50,Piping
 VIE described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/FLARE/IPN-_HG-TO36-65-B03,Piping
 VIE described as Corrosion inhibitor piping group located at CLV/FPSOH/COF/CHEM /IPN-_CI-HU75-01-_50,Piping
 VIE described as Dosage hydrate inhibitor piping group located at CLV/FPSOH/COF/CHEM /IPN-_LD-HU75-01-_49,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOH/COF/INERT/IPN-_HG-HU74-13-B03,Piping
 VIE+NDT described as HYDROCARBON LIQUID PIPING GROUP located at CLV/BUOY /OIL/LOAD /IPN-_HL-OB25-53-B03,Piping
 VIE+NDT described as HYDROCARBON LIQUID PIPING GROUP located at CLV/BUOY /OIL/LOAD /IPN-_HL-OB25-51-D03,Piping
 VIE+NDT described as High pressure flare piping group located at CLV/FPSOT/GAS/FLARE/IPN-_FH-TO36-06-B49,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/COMP /IPN-_HG-TO31-31-H21N,Piping
 VIE described as Produced water (Oily water) piping group located at CLV/FPSOT/OIL/OWAT /IPN-_PW-TO27-03-B03,Piping
 VIE+NDT described as Hydrocarbon liquid piping group located at CLV/FPSOT/GAS/FLARE/IPN-_HL-TO36-39-B03,Piping
 VIE+NDT described as Hydrocarbon liquid piping group located at CLV/FPSOT/GAS/FLARE/IPN-_HL-TO36-40-B03,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOH/COF/INERT/IPN-_HG-HU74-16-B03,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/OIL/SEP  /IPN-_HG-TO20-27-B03,Piping
 VIE+NDT described as Hydrocarbon liquid piping group located at CLV/FPSOT/GAS/FLARE/IPN-_HL-TO36-38-B03,Piping
 VIE+NDT described as Hydrocarbon liquid piping group located at CLV/FPSOT/GAS/FLARE/IPN-_HL-TO36-37-B03,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/FLARE/IPN-_HG-TO36-67-B03,Piping
 VIE+NDT described as Fuel gas piping group located at CLV/FPSOT/COF/FG   /IPC-_FG-TO70-06-F01,Piping
 VIE described as Corrosion inhibitor piping group located at CLV/FPSOT/COF/CHEM /IPN-_CI-TO75-01-_50,Piping
 VIE described as Biocide piping group located at CLV/FPSOT/COF/CHEM /IPN-_BI-TO75-01-_50,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/DEHYD/IPN-_HG-TO30-15-G49,Piping
 VIE+NDT described as High pressure flare piping group located at CLV/FPSOT/GAS/FLARE/IPN-_FH-TO36-23-D49,Piping
 VIE+SCD described as Fuel gas piping group located at CLV/FPSOT/COF/FG   /IPN-_FG-TO70-10-F49,Piping
 VIE+NDT described as High pressure flare piping group located at CLV/FPSOT/GAS/FLARE/IPC-_FH-TO36-03-J45,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/DEHYD/IPN-_HG-TO30-12-G49,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/FLARE/IPN-_HG-TO36-63-B03,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/FLARE/IPN-_HG-TO36-59-B03,Piping
 VIE+NDT described as Low pressure flare piping group located at CLV/FPSOT/GAS/FLARE/IPN-_FL-TO36-01-B03,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/EXT/MSEP /IPN-_HG-TO11-01-D49,Piping
 VIE+NDT described as Hydrocarbon Gas/Liquid piping group located at CLV/FPSOT/EXT/EWELL/IPN-_HC-TO10-12-H03,Piping
 VIE+NDT described as Methanol piping group located at CLV/FPSOH/COF/CHEM /IPN-_ME-HU75-02-_03,Piping
 VIE+NDT described as Low pressure flare piping group located at CLV/FPSOT/GAS/FLARE/IPN-_FL-TO36-02-D49,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOH/COF/INERT/IPN-_HG-HU74-17-B03,Piping
 VIE+NDT described as Hydrocarbon Gas/Liquid piping group located at CLV/FPSOT/EXT/EWELL/IPN-_HC-TO10-02-H03,Piping
 VIE+NDT described as Produced water (Oily water) piping group located at CLV/FPSOH/OIL/OWAT /IPN-_PW-HU27-06-D03,Piping
 VIE+NDT described as Fire water piping group located at CLV/FPSOT/CRS/FWAT /IPN-_FW-TO01-02-_92,Piping
 VIE+NDT described as Hydrochloric acid piping group located at CLV/FPSOT/COF/CHEM /IPN-_HA-TO75-01-_86,Piping
 VIE+NDT described as High pressure flare piping group located at CLV/FPSOT/GAS/FLARE/IPN-_FH-TO36-19-J49,Piping
 VIE+NDT described as Produced water (Oily water) piping group located at CLV/FPSOH/OIL/STAB /IPN-_PW-HU21-03-B03,Piping
 VIE described as Diesel oil piping group located at CLV/FPSOT/COF/FO   /IPN-_DO-TO71-01-_49,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOH/GAS/COMP /IPN-_HG-HU31-02-B03,Piping
 VIE described as Acetic acid piping group located at CLV/FPSOT/COF/CHEM /IPN-_AA-TO75-02-_86,Piping
 VIE+NDT described as Produced water (Oily water) piping group located at CLV/FPSOH/OIL/OWAT /IPN-_PW-HU27-08-B49,Piping
 VIE+SCD described as Produced water (Oily water) piping group located at CLV/FPSOH/OIL/OWAT /IPN-_PW-HU27-09-D49,Piping
 VIE+SCD described as Produced water (Oily water) piping group located at CLV/FPSOH/OIL/STAB /IPN-_PW-HU21-02-B49,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/FLARE/IPN-_HG-TO36-52-B03,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/FLARE/IPN-_HG-TO36-53-B03,Piping
 VIE+SCD described as Produced water (Oily water) piping group located at CLV/FPSOH/OIL/STAB /IPN-_PW-HU21-01-B49,Piping
 VIE+NDT described as Methanol piping group located at CLV/FPSOH/COF/CHEM /IPN-_ME-HU75-01-_01,Piping
 VIE+NDT described as Deoiler/Reverse demusifier piping group located at CLV/FPSOT/COF/CHEM /IPN-_RE-TO75-01-_50,Piping
 VIE described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/FLARE/IPN-_HG-TO36-61-B03,Piping
 VIE+NDT described as Closed drain piping group located at CLV/FPSOT/OIL/DRAIN/IPN-_CD-TO28-04-B03,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOH/COF/INERT/IPN-_HG-HU74-11-B03,Piping
 VIE+NDT described as Hypochlorite piping group located at CLV/FPSOH/COF/CHEM /IPN-_HY-HU75-01-_86,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOH/COF/INERT/IPN-_HG-HU74-14-B03,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOH/COF/INERT/IPN-_HG-HU74-07-B03,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOH/COF/INERT/IPN-_HG-HU74-09-B03,Piping
 VIE+NDT described as Dosage hydrate inhibitor piping group located at CLV/FPSOH/COF/CHEM /IPN-_LD-HU75-04-_50,Piping
 VIE described as Dosage hydrate inhibitor piping group located at CLV/FPSOH/COF/CHEM /IPN-_LD-HU75-02-_49,Piping
 VIE described as Hypochlorite piping group located at CLV/FPSOT/COF/CHEM /IPN-_HY-TO75-01-_86,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOH/OIL/STAB /IPN-_HG-HU21-31-B03,Piping
 VIE described as CIRCUIT 1 ECONOMIZER EXCHANGER located at CLV/FPSOH/CRS/HVAC /HU-EP-092607,Pressure Vessel (VIE)
 VIE+NDT described as POTABLE WATER COOLING PLATE EXCHANGER A located at CLV/FPSOH/CRS/HVAC /HU-EP-092001A,Pressure Vessel (VIE)
 VIE+NDT described as POTABLE WATER COOLING PLATE EXCHANGER B located at CLV/FPSOH/CRS/HVAC /HU-EP-092001B,Pressure Vessel (VIE)
 VIE+NDT described as GLYCOL GAS FILTER COALESCER B located at CLV/FPSOT/GAS/DEHYD/TO-VF-3010B,Pressure Vessel (VIE)
 GVI described as GAS HEADER OUTLET ANALYSER TRANSMITTER located at CLV/FPSOT/COF/INERT/TO-AT-31801,Pressure Vessel (VIE)
 VIE described as FROM 1ST STAGE SEPARATOR HEAT EXCHANGER located at CLV/FPSOT/WAT/WDEOX/TO-EP-5320,Pressure Vessel (VIE)
 VIE+UTC described as SLOP WATER HEATER A located at CLV/FPSOH/OIL/OWAT /HU-ES-2780A,Pressure Vessel (VIE)
 VIE+NDT described as HEAT EXCHANGER A located at CLV/FPSOH/WAT/WATLF/HU-EP-5020A,Pressure Vessel (VIE)
 GVI described as SAMPLE COND. SYSTEM A MOISTURE ANALYSER located at CLV/FPSOT/GAS/EXP  /TO-AT-35152,Pressure Vessel (VIE)
 VIE+NDT described as HEAT EXCHANGER C located at CLV/FPSOT/WAT/WATLF/TO-EP-5010C,Pressure Vessel (VIE)
 VIE described as HULL S.W. / COOLING WATER EXCHANGER B located at CLV/FPSOH/COF/COOLW/HU-EP-7650B,Pressure Vessel (VIE)
 VIE+NDT described as HEAT EXCHANGER B located at CLV/FPSOT/WAT/WATLF/TO-EP-5010B,Pressure Vessel (VIE)
 VIE+NDT described as HEAT EXCHANGER D located at CLV/FPSOT/WAT/WATLF/TO-EP-5010D,Pressure Vessel (VIE)
 VIE described as HEAT EXCHANGER B located at CLV/FPSOH/WAT/WATLF/HU-EP-5020B,Pressure Vessel (VIE)
 VIE+UTC described as SLOP WATER HEATER B located at CLV/FPSOH/OIL/OWAT /HU-ES-2780B,Pressure Vessel (VIE)
 VIE+UTC described as FWD HPU HEAT EXCHANGER located at CLV/FPSOH/HSG/STRUC/HU-EZ-8627B,Pressure Vessel (VIE)
 VIE described as MAIN LUBE OIL COOLER located at CLV/FPSOT/GAS/COMP /TO-EP-3110-1A,Pressure Vessel (VIE)
 VIE described as STANDBY LUBE OIL COOLER located at CLV/FPSOT/GAS/COMP /TO-EP-3110-1B,Pressure Vessel (VIE)
 VIE+NDT described as CST WASHING WATER CIP CARTRIDGE FILTER located at CLV/FPSOT/HSG/UPWAT/TO-VF-8520,Pressure Vessel (VIE)
 VIE described as STANDBY LUBE OIL COOLER located at CLV/FPSOT/GAS/COMP /TO-EP-3140B-1B,Pressure Vessel (VIE)
 VIE+NDT described as RICH TEG FLASH DRUM located at CLV/FPSOT/GAS/DEHYD/TO-VZ-3020A,Pressure Vessel (VIE)
 VIE described as MAIN LUBE OIL COOLER located at CLV/FPSOT/GAS/COMP /TO-EP-3140A-1A,Pressure Vessel (VIE)
 VIE described as STANDBY LUBE OIL COOLER located at CLV/FPSOT/GAS/COMP /TO-EP-3140A-1B,Pressure Vessel (VIE)
 VIE+NDT described as HEAT EXCHANGER A located at CLV/FPSOT/WAT/WATLF/TO-EP-5010A,Pressure Vessel (VIE)
 VIE described as COMP. A LUBE OIL COOLER located at CLV/FPSOT/WAT/WDEOX/TO-ES-5320A,Pressure Vessel (VIE)
 VIE described as COMPR. B LUBE OIL COOLER located at CLV/FPSOT/WAT/WDEOX/TO-ES-5320B,Pressure Vessel (VIE)
 VIE described as COMP. A LUBE OIL COOLER located at CLV/FPSOT/WAT/WDEOX/TO-ES-5321A,Pressure Vessel (VIE)
 VIE described as COMPR. B LUBE OIL COOLER located at CLV/FPSOT/WAT/WDEOX/TO-ES-5321B,Pressure Vessel (VIE)
 VIE described as HC BLANKET GAS COOLER located at CLV/FPSOT/GAS/COMP /TO-EP-3180,Pressure Vessel (VIE)
 VIE described as COMPR. A ANTISURGE/RECYCLE COOLER located at CLV/FPSOT/WAT/WDEOX/TO-ES-5322A,Pressure Vessel (VIE)
 VIE+UTC described as COMPR. B ANTISURGE/RECYCLE COOLER located at CLV/FPSOT/WAT/WDEOX/TO-ES-5322B,Pressure Vessel (VIE)
 VIE described as WASH WATER HEATER located at CLV/FPSOT/OIL/STAB /TO-EP-2110,Pressure Vessel (VIE)
 VIE described as MAIN LUBE OIL COOLER located at CLV/FPSOT/GAS/COMP /TO-EP-3140B-1A,Pressure Vessel (VIE)
 VIE+NDT described as 1ST STAGE SEPARATOR located at CLV/FPSOT/OIL/SEP  /TO-VZ-2010,Pressure Vessel (VIE)
 VIE+NDT described as 2ND STAGE SEPARATOR located at CLV/FPSOT/OIL/SEP  /TO-VZ-2020,Pressure Vessel (VIE)
 VIE described as HP2 COMPRESSOR SUCTION SCRUBBER A located at CLV/FPSOT/GAS/COMP /TO-VZ-3140A,Pressure Vessel (VIE)
 VIE+NDT described as HP FUEL GAS SCRUBBER located at CLV/FPSOT/COF/FG   /TO-VZ-7010,Pressure Vessel (VIE)
 VIE described as HP1 COMPRESSOR SUCTION COOLER TRAIN B located at CLV/FPSOT/GAS/COMP /TO-ES-3130B,Pressure Vessel (VIE)
 VIE+NDT described as HP2 COMPRESSOR RECYCLE COOLER A located at CLV/FPSOT/GAS/COMP /TO-ES-3190A,Pressure Vessel (VIE)
 VIE+NDT described as HP2 COMPRESSOR RECYCLE COOLER B located at CLV/FPSOT/GAS/COMP /TO-ES-3190B,Pressure Vessel (VIE)
 VIE described as HP1 COMPRESSOR SUCTION SCRUBBER TRAIN B located at CLV/FPSOT/GAS/COMP /TO-VZ-3130B,Pressure Vessel (VIE)
 VIE described as HP2 COMPRESSOR SUCTION SCRUBBER B located at CLV/FPSOT/GAS/COMP /TO-VZ-3140B,Pressure Vessel (VIE)
 VIE described as HP3 COMPRESSOR SUCTION SCRUBBER A located at CLV/FPSOT/GAS/COMP /TO-VZ-3150A,Pressure Vessel (VIE)
 VIE described as HP3 COMPRESSOR SUCTION SCRUBBER B located at CLV/FPSOT/GAS/COMP /TO-VZ-3150B,Pressure Vessel (VIE)
 VIE+NDT described as RICH TEG FLASH DRUM B located at CLV/FPSOT/GAS/DEHYD/TO-VZ-3020B,Pressure Vessel (VIE)
 VIE+NDT described as HP FLARE DRUM located at CLV/FPSOT/GAS/FLARE/TO-VZ-3610,Pressure Vessel (VIE)
 VIE described as HP1 COMPRESSOR SUCTION COOLER TRAIN A located at CLV/FPSOT/GAS/COMP /TO-ES-3130A,Pressure Vessel (VIE)
 VIE+NDT described as TEG REFLUX CONDENSER located at CLV/FPSOT/GAS/DEHYD/TO-ES-3021A,Pressure Vessel (VIE)
 VIE+NDT described as STRIPPING COLUMN located at CLV/FPSOT/GAS/DEHYD/TO-VC-3021A,Pressure Vessel (VIE)
 VIE+NDT described as TEG STORAGE DRUM located at CLV/FPSOT/GAS/DEHYD/TO-VZ-3023A,Pressure Vessel (VIE)
 VIE+NDT described as DEAD OIL HEATER located at CLV/FPSOT/OIL/STORE/TO-ES-2450,Pressure Vessel (VIE)
 VIE+NDT described as FUEL GAS KO POT located at CLV/FPSOT/ELE/PWG  /TO-VZ-6022D,Pressure Vessel (VIE)
 VIE+NDT described as LUBE OIL COOLER A located at CLV/FPSOT/WAT/WINJ /TO-EP-5421A1,Pressure Vessel (VIE)
 VIE described as AIR RESERVOIR located at CLV/FPSOT/ELE/PWG  /TO-VA-7210B,Pressure Vessel (VIE)
 VIE+NDT described as SRU CIP FILTER located at CLV/FPSOT/WAT/WDEOX/TO-VF-5340,Pressure Vessel (VIE)
 VIE described as HOT WATER DUMP COOLER located at CLV/FPSOT/COF/HEATL/TO-EP-7210,Pressure Vessel (VIE)
 VIE+NDT described as SUBSEA METHANOL INJECTION FILTER A located at CLV/FPSOT/COF/CHEM /TO-VF-7541A,Pressure Vessel (VIE)
 VIE+NDT described as FUEL GAS KO POT located at CLV/FPSOT/ELE/PWG  /TO-VZ-6022C,Pressure Vessel (VIE)
 VIE+NDT described as SUBSEA METHANOL INJECTION FILTER B located at CLV/FPSOT/COF/CHEM /TO-VF-7541B,Pressure Vessel (VIE)
 VIE described as SYNTHETIC OIL VAPOUR SEPARATOR located at CLV/FPSOT/ELE/PWG  /TO-VF-6018D,Pressure Vessel (VIE)
 VIE described as LP2 COMPRESSOR SUCTION SCRUBBER located at CLV/FPSOT/GAS/COMP /TO-VZ-3120,Pressure Vessel (VIE)
 VIE described as SEAL GAS BOOSTER FILTER located at CLV/FPSOT/GAS/COMP /TO-VF-3110-4A,Pressure Vessel (VIE)
 VIE+UTC described as HP2/HP3 COMPRESSOR A LUBE OIL DEMISTER located at CLV/FPSOT/GAS/COMP /TO-VZ-3140A-2,Pressure Vessel (VIE)
 VIE described as LP1 COMPRESSOR SUCTION SCRUBBER located at CLV/FPSOT/GAS/COMP /TO-VZ-3110,Pressure Vessel (VIE)
 VIE+NDT described as COOLING WATER EXPANSION DRUM located at CLV/FPSOT/COF/COOLW/TO-VZ-7610,Pressure Vessel (VIE)
 VIE+NDT described as HOT WATER EXPANSION DRUM located at CLV/FPSOT/COF/HEATL/TO-VZ-7210,Pressure Vessel (VIE)
 VIE+NDT described as TEG REFLUX CONDENSER located at CLV/FPSOT/GAS/DEHYD/TO-ES-3021B,Pressure Vessel (VIE)
 VIE+NDT described as STILL COLUMN located at CLV/FPSOT/GAS/DEHYD/TO-VC-3020B,Pressure Vessel (VIE)
 VIE+NDT described as GLYCOL REBOILER B located at CLV/FPSOT/GAS/DEHYD/TO-VZ-3021B,Pressure Vessel (VIE)
 VIE+NDT described as TEG STORAGE DRUM located at CLV/FPSOT/GAS/DEHYD/TO-VZ-3023B,Pressure Vessel (VIE)
 VIE+NDT described as TEG DRAIN TANK located at CLV/FPSOT/GAS/DEHYD/TO-VZ-3024B,Pressure Vessel (VIE)
 VIE+NDT described as CLOSED DRAIN DRUM located at CLV/FPSOT/OIL/DRAIN/TO-VZ-2810,Pressure Vessel (VIE)
 VIE+NDT described as TEG SURGE DRUM located at CLV/FPSOT/GAS/DEHYD/TO-VZ-3022A,Pressure Vessel (VIE)
 VIE described as PRESSURE SURGE VESSEL located at CLV/FPSOT/OIL/LOAD /TO-VZ-2510,Pressure Vessel (VIE)
 VIE described as STANDBY LUBE OIL COOLER located at CLV/FPSOT/GAS/COMP /TO-EP-3130A-1B,Pressure Vessel (VIE)
 VIE described as MAIN LUBE OIL COOLER located at CLV/FPSOT/GAS/COMP /TO-EP-3130B-1A,Pressure Vessel (VIE)
 VII described as PRODUCED WATER CYCLONIC DESANDER A located at CLV/FPSOT/OIL/OWAT /TO-UF-2720A,Pressure Vessel (VII)
 VII described as PRODUCED WATER CYCLONIC DESANDER B located at CLV/FPSOT/OIL/OWAT /TO-UF-2720B,Pressure Vessel (VII)
 VII described as FUEL GAS HEATER located at CLV/FPSOT/COF/FG   /TO-ES-7010,Pressure Vessel (VII)
 VII described as CRUDE OIL HEATER/COOLER A located at CLV/FPSOT/OIL/SEP  /TO-ES-2010A,Pressure Vessel (VII)
 VII described as CRUDE OIL HEATER/COOLER B located at CLV/FPSOT/OIL/SEP  /TO-ES-2010B,Pressure Vessel (VII)
 VII described as CRUDE OIL HEATER/COOLER C located at CLV/FPSOT/OIL/SEP  /TO-ES-2010C,Pressure Vessel (VII)
 External inspection-Opportuntiy Intrusiv described as AIR PURGING SYSTEM MAIN FILTER located at CLV/FPSOT/GAS/COMP /TO-VF-3110-2A,Pressure Vessel (VII)
 External inspection-Opportuntiy Intrusiv described as N2 STAND-BY FILTER located at CLV/FPSOT/GAS/COMP /TO-VF-3110-3B,Pressure Vessel (VII)
 Replace/SCrap described as STBY COOLER OUTLET TEMP. SAFETY VALVE D2 located at CLV/FPSOT/ELE/PWG  /TO-TSV-60168D2,Pressure Safety Device
 Replace/SCrap described as MAIN COOLER OUTLET TEMP. SAFETY VALVE C1 located at CLV/FPSOT/ELE/PWG  /TO-TSV-60168C1,Pressure Safety Device
" Pre-Pop test, overhaul & recalibration described as MAIN COOLER OUTLET TEMP. SAFETY VALVE B1 located at CLV/FPSOT/ELE/PWG  /TO-TSV-60168B1",Pressure Safety Device
 Replace/SCrap described as STBY COOLER OUTLET TEMP. SAFETY VALVE B2 located at CLV/FPSOT/ELE/PWG  /TO-TSV-60168B2,Pressure Safety Device
 CLOV/PSV Replacement described as CIRCUIT 1 ECONOMIZER HP PRE-SAFETY VALVE located at CLV/FPSOH/CRS/HVAC /HU-PSV-092613,Pressure Safety Device
 CLOV/PSV Replacement described as CIRCUIT 1 ECONOMIZER LP PRE-SAFETY VALVE located at CLV/FPSOH/CRS/HVAC /HU-PSV-092614,Pressure Safety Device
 CLOV/PSV Replacement described as CIRCUIT 2 ECONOMIZER LP PRE-SAFETY VALVE located at CLV/FPSOH/CRS/HVAC /HU-PSV-092623,Pressure Safety Device
" Pre-Pop test, overhaul & recalibration described as STBY COOLER OUTLET TEMP. SAFETY VALVE C2 located at CLV/FPSOT/ELE/PWG  /TO-TSV-60168C2",Pressure Safety Device
" Pre-Pop test, overhaul & recalibration described as MAIN COOLER OUTLET TEMP. SAFETY VALVE A1 located at CLV/FPSOT/ELE/PWG  /TO-TSV-60168A1",Pressure Safety Device
" Pre-Pop test, overhaul & recalibration described as STBY COOLER OUTLET TEMP. SAFETY VALVE A2 located at CLV/FPSOT/ELE/PWG  /TO-TSV-60168A2",Pressure Safety Device
 Replace/SCrap described as AIR RESERVOIR PRESSURE SAFETY VALVE located at CLV/FPSOT/ELE/PWG  /TO-PSV-72154B,Pressure Safety Device
" Pre-Pop test, overhaul & recalibration described as SW EXCHANGER A THERMAL SAFETY VALVE located at CLV/FPSOH/COF/COOLW/HU-TSV-50319A",Pressure Safety Device
" Pre-Pop test, overhaul & recalibration described as AUX. L.O. PUMP OUTLET PRESS. SAFE. VALVE located at CLV/FPSOT/WAT/WINJ /TO-PSV-54253A",Pressure Safety Device
 CLOV/PSV Replacement described as CIRCUIT 2 ECONOMIZER HP PRE-SAFETY VALVE located at CLV/FPSOH/CRS/HVAC /HU-PSV-092632,Pressure Safety Device
 CLOV/PSV Replacement described as CIRCUIT 1 ECONOMIZER HP PRE-SAFETY VALVE located at CLV/FPSOH/CRS/HVAC /HU-PSV-092633,Pressure Safety Device
 CLOV/PSV Replacement described as CIRCUIT 1 ECONOMIZER LP PRE-SAFETY VALVE located at CLV/FPSOH/CRS/HVAC /HU-PSV-092634,Pressure Safety Device
" Pre-Pop test, overhaul & recalibration described as TO-VB-2450A1 OUTLET PRESS SAFE VALVE A1 located at CLV/FPSOT/EXT/TRANS/TO-PSV-24551A1",Pressure Safety Device
